#distance	count	cdf
1090	20	0.694991
1091	17	0.695008
1092	23	0.695032
1093	27	0.695061
1094	27	0.695089
1095	23	0.695113
1096	12	0.695125
1097	34	0.695161
1098	28	0.69519
1099	19	0.69521
1100	19	0.695229
1101	22	0.695252
1102	24	0.695277
1103	20	0.695298
1104	20	0.695319
1105	45	0.695366
1106	12	0.695378
1107	18	0.695397
1108	18	0.695416
1109	31	0.695448
1110	32	0.695481
1111	20	0.695502
1112	27	0.69553
1113	26	0.695558
1114	22	0.69558
1115	22	0.695603
1116	35	0.69564
1117	16	0.695657
1118	29	0.695687
1119	30	0.695718
1120	25	0.695744
1121	23	0.695768
1122	46	0.695816
1123	25	0.695842
1124	13	0.695856
1125	19	0.695875
1126	21	0.695897
1127	27	0.695925
1128	26	0.695952
1129	12	0.695965
1130	30	0.695996
1131	21	0.696018
1132	17	0.696036
1133	21	0.696058
1134	15	0.696073
1135	37	0.696112
1136	27	0.69614
1137	23	0.696164
1138	25	0.69619
1139	32	0.696223
1140	15	0.696239
1141	46	0.696287
1142	27	0.696315
1143	30	0.696346
1144	35	0.696383
1145	22	0.696406
1146	22	0.696429
1147	27	0.696457
1148	31	0.696489
1149	34	0.696524
1150	36	0.696562
1151	34	0.696597
1152	29	0.696628
1153	20	0.696648
1154	26	0.696675
1155	32	0.696709
1156	17	0.696727
1157	28	0.696756
1158	24	0.696781
1159	32	0.696814
1160	17	0.696832
1161	29	0.696862
1162	14	0.696877
1163	24	0.696902
1164	25	0.696928
1165	28	0.696957
1166	24	0.696982
1167	20	0.697003
1168	19	0.697022
1169	28	0.697052
1170	26	0.697079
1171	23	0.697103
1172	26	0.69713
1173	33	0.697164
1174	36	0.697202
1175	26	0.697229
1176	35	0.697265
1177	33	0.6973
1178	27	0.697328
1179	28	0.697357
1180	27	0.697385
1181	23	0.697409
1182	27	0.697437
1183	28	0.697466
1184	21	0.697488
1185	23	0.697512
1186	38	0.697552
1187	30	0.697583
1188	23	0.697607
1189	20	0.697628
1190	23	0.697652
1191	26	0.697679
1192	32	0.697712
1193	20	0.697733
1194	32	0.697766
1195	27	0.697794
1196	14	0.697809
1197	28	0.697838
1198	29	0.697868
1199	14	0.697883
1200	24	0.697908
1201	23	0.697932
1202	37	0.697971
1203	30	0.698002
1204	18	0.698021
1205	27	0.698049
1206	26	0.698076
1207	6	0.698082
1208	29	0.698112
1209	31	0.698145
1210	13	0.698158
1211	14	0.698173
1212	20	0.698193
1213	13	0.698207
1214	18	0.698226
1215	33	0.69826
1216	28	0.698289
1217	21	0.698311
1218	25	0.698337
1219	26	0.698364
1220	28	0.698394
1221	17	0.698411
1222	20	0.698432
1223	20	0.698453
1224	30	0.698484
1225	28	0.698513
1226	34	0.698549
1227	24	0.698574
1228	28	0.698603
1229	41	0.698646
1230	49	0.698697
1231	26	0.698724
1232	26	0.698751
1233	38	0.69879
1234	42	0.698834
1235	24	0.698859
1236	18	0.698878
1237	27	0.698906
1238	25	0.698932
1239	21	0.698954
1240	28	0.698983
1241	10	0.698994
1242	27	0.699022
1243	24	0.699047
1244	28	0.699076
1245	12	0.699088
1246	24	0.699113
1247	16	0.69913
1248	26	0.699157
1249	22	0.69918
1250	26	0.699207
1251	27	0.699235
1252	36	0.699273
1253	21	0.699295
1254	26	0.699322
1255	24	0.699347
1256	43	0.699392
